brand,name,year_introduced,year_discontinued,num_strings,scale_length_min_inches,scale_length_max_inches,num_frets,fret_material,is_fretless,fretboard_material,fretboard_radius,neck_construction,neck_material,neck_profile,neck_depth_1st_fret_mm,neck_depth_12th_fret_mm,nut_width_mm,body_material,body_shape,headstock_type,selector_switch,country_of_origin,bridge,nut,tuners,pickup_bridge,pickup_middle,pickup_neck
Schecter,Banshee Mach-6,2022,,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,Maple/Purpleheart,Ultra-Thin,19.0,20.0,42.0,Swamp Ash,Superstrat,6-in-line,3-way,South Korea,Hipshot Ibby HM,Black TUSQ XL Nut,Schecter Locking Tuners 6,Lundgren M6,,Lundgren M6
Schecter,Banshee-6 Extreme,,2022,6,25.5,25.5,24,Nickel-silver,false,Rosewood,16 in,Bolt-on,Maple,Ultra-Thin,19.0,20.0,42.0,Mahogany/Quilted Maple Top,Superstrat,6-in-line,5-way,Indonesia,Schecter Custom Hardtail String-Thru,Black TUSQ XL Nut,Schecter Locking Tuners 6,Diamond Plus HH,Diamond Nick Johnston Single Coil,Diamond Nick Johnston Single Coil
Schecter,Banshee-7 Extreme,,2022,7,26.5,26.5,24,Nickel-silver,false,Rosewood,16 in,Bolt-on,Maple,Ultra-Thin,19.0,20.0,48.0,Mahogany,Superstrat,7-in-line,5-way,Indonesia,Schecter Custom Hardtail String-Thru,Black TUSQ XL Nut,Schecter Locking Tuners 7,Diamond Plus HH,Diamond Nick Johnston Single Coil,Diamond Nick Johnston Single Coil
Schecter,Reaper-6,2018,,6,25.5,25.5,24,Nickel-silver,false,Ebony,14 in,Set-neck,Maple/Walnut,Ultra-Thin,19.0,20.0,42.0,Swamp Ash,Superstrat,6-in-line,3-way,Indonesia,Schecter Custom Hardtail String-Thru,Black TUSQ XL Nut,Schecter Locking Tuners 6,Diamond Decimator,,Diamond Decimator
Schecter,Reaper-6 FR S,2018,,6,25.5,25.5,24,Nickel-silver,false,Ebony,14 in,Set-neck,Maple/Walnut,Ultra-Thin,19.0,20.0,41.3,Swamp Ash,Superstrat,6-in-line,3-way,Indonesia,Floyd Rose 1500 Series,Floyd Rose 1500 Locking Nut,Schecter Locking Tuners 6,Diamond Decimator,,Sustainiac
Schecter,Reaper-7 Multiscale,2018,,7,25.5,27.0,24,Nickel-silver,false,Ebony,20 in,Set-neck,Maple/Walnut,Ultra-Thin,19.0,20.0,48.0,Swamp Ash,Superstrat,7-in-line,3-way,Indonesia,Hipshot Hardtail String-Thru,Schecter Graphite Nut,Schecter Locking Tuners 7,Diamond Decimator,,Diamond Decimator
Schecter,Sun Valley Super Shredder FR,2016,,6,25.5,25.5,24,Nickel-silver,false,Maple,14 in,Bolt-on,Maple,Thin C,20.1,22.1,41.3,Mahogany,Superstrat,6-in-line,3-way,Indonesia,Floyd Rose Special Hot Rod,Floyd Rose 1500 Locking Nut,Schecter Locking Tuners 6,EMG RetroActive Hot 70,,EMG RetroActive Hot 70
Schecter,Sun Valley Super Shredder PT FR,2016,,6,25.5,25.5,22,Nickel-silver,false,Ebony,14 in,Bolt-on,Maple,Thin C,20.1,22.1,41.3,Mahogany,Superstrat,6-in-line,3-way,Indonesia,Floyd Rose Special Hot Rod,Floyd Rose 1500 Locking Nut,Schecter Locking Tuners 6,EMG RetroActive Hot 70,,EMG RetroActive Hot 70
Schecter,Sun Valley Super Shredder 7 III,2020,,7,26.5,26.5,24,Nickel-silver,false,Ebony,16 in,Bolt-on,Maple,Thin C,20.1,22.1,47.6,Mahogany/Quilted Maple Top,Superstrat,7-in-line,5-way,Indonesia,Floyd Rose 1500 Series,Floyd Rose 1500 Locking Nut,Schecter Locking Tuners 7,EMG RetroActive Hot 70,EMG RetroActive Single Coil,EMG RetroActive Single Coil
Schecter,Omen Extreme-6,,2022,6,25.5,25.5,24,Nickel-silver,false,Rosewood,14 in,Bolt-on,Maple,Thin C,20.1,22.1,42.0,Mahogany/Quilted Maple Top,Superstrat,6-in-line,3-way,Indonesia,TonePros T3BT TOM,Black TUSQ XL Nut,Schecter Locking Tuners 6,Diamond Plus HH,,Diamond Plus HH
Schecter,Solo-II Standard,,2023,6,24.75,24.75,22,Nickel-silver,false,Rosewood,14 in,Bolt-on,Roasted Maple,Thin C,20.0,22.0,42.0,Mahogany/Flamed Maple Top,Single-cut,6-in-line,3-way,China,TonePros T3BT TOM,Schecter Graphite Nut,Schecter Locking Tuners 6,Diamond Standard HH,,Diamond Standard HH
Schecter,Damien-6,,2023,6,25.5,25.5,24,Nickel-silver,false,Rosewood,14 in,Bolt-on,Maple,Thin C,20.1,22.1,42.0,Mahogany,Superstrat,6-in-line,3-way,Indonesia,Schecter Custom Hardtail String-Thru,Black TUSQ XL Nut,Schecter Locking Tuners 6,Diamond Heretic,,Diamond Heretic
Schecter,V-1 Custom,,2021,6,24.75,24.75,22,Nickel-silver,false,Ebony,Compound 12-16 in,Set-neck,Mahogany,Thin C,20.1,22.1,42.0,Mahogany/Flamed Maple Top,Flying V,3+3,3-way,South Korea,TonePros T3BT TOM,Black TUSQ XL Nut,Schecter Locking Tuners 6,USA Pasadena Plus,,USA Pasadena
Schecter,E-1 Custom Special Edition,,2021,6,24.75,24.75,22,Nickel-silver,false,Ebony,Compound 12-16 in,Set-neck,Mahogany,Thin C,20.1,22.1,42.0,Mahogany/Quilted Maple Top,Single-cut,6-in-line,3-way,South Korea,TonePros T3BT TOM,Ivory TUSQ Nut,Schecter Locking Tuners 6,USA Sunset Strip,,USA Pasadena
Schecter,KM-7 MK-III Legacy,2019,,7,26.5,26.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,Maple,Ultra-Thin,19.0,20.0,48.0,Mahogany/Flamed Maple Top,Superstrat,7-in-line,3-way,,Hipshot Hardtail String-Thru,Black TUSQ XL Nut,Schecter Locking Tuners 7,Lundgren M7,,Lundgren M7
Schecter,Nick Johnston Traditional HSS,2015,,6,25.5,25.5,22,Nickel-silver,false,Maple (Roasted),14 in,Bolt-on,Roasted Maple,Thin C,20.1,22.1,42.0,Alder,Superstrat,6-in-line,5-way,Indonesia,Schecter Diamond Vintage Tremolo,Black TUSQ XL Nut,Schecter Locking Tuners 6,Diamond 78,Diamond Nick Johnston Single Coil,Diamond Nick Johnston Single Coil
Schecter,Aaron Marshall AM-6,2019,,6,25.5,25.5,24,Stainless steel,false,Macassar Ebony,Compound 12-16 in,Bolt-on,,Thin C,20.1,22.1,41.7,Basswood,Superstrat,6-in-line,5-way,Indonesia,Gotoh Vintage 2-Point Tremolo,Black TUSQ XL Nut,Hipshot Grip-Lock 6,USA Solstice,,USA Equinox
Schecter,Aaron Marshall AM-7,2019,,7,26.5,26.5,24,Stainless steel,false,Macassar Ebony,16 in,Bolt-on,,Thin C,20.1,22.1,48.0,Basswood,Superstrat,7-in-line,5-way,Indonesia,Hipshot Fixed Bridge 7-String,Black TUSQ XL Nut,Hipshot Grip-Lock 7,USA Solstice,,USA Equinox
